Airline ID,Flight Number,Departure Datetime,Arrival Datetime,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
13,5342,2023-10-31 14:35:52,2023-03-19 07:29:59,05:41:07,03:33:21,Byxp,Wmbxe,Seathri,Business,743.46,Meal,0,Cancelled,Gatefp,B,Claimkmr,4.87,2,Locgbw,Typelqr,Phpl,Hbnl,Yes,Vegetarian,Available,False,False,False,2,No,10
19,2120,2023-02-13 04:24:57,2023-05-22 18:58:55,18:07:13,16:39:17,Bptu,Hpgcy,Seatojk,Economy,60.78,Extra Baggage,0,Pending,Gateyh,D,Claimgmh,9.4,1,Locvlc,Typeres,Ayrp,Fweo,Yes,Non-Vegetarian,Available,True,False,True,1,No,0
3,6419,2023-12-03 16:15:20,2023-09-05 18:07:00,00:06:12,07:31:04,Bsjz,Imbsk,Seatehd,Economy,298.64,Extra Baggage,0,Confirmed,Gateag,A,Claimbpb,4.0,2,Locgsi,Typesso,Usws,Jrep,Yes,No Meal,Available,True,True,True,0,No,11
8,4370,2023-04-13 09:06:42,2023-08-24 23:25:06,22:08:57,01:06:25,Bbcg,Zjkqq,Seatzfq,Business,471.44,No Extras,3520,Pending,Gateyr,A,Claimiwu,8.8,2,Loctyt,Typevrz,Simy,Vymp,Yes,Non-Vegetarian,Not Available,True,False,True,0,No,8
8,2908,2023-10-21 13:41:05,2023-03-06 16:31:22,19:49:47,22:43:16,Bxby,Clcef,Seatfow,Business,550.28,No Extras,508,Pending,Gatejb,C,Claimfks,7.05,1,Locokz,Typeien,Lmpa,Auum,No,Vegetarian,Not Available,True,True,False,1,Yes,3
15,4520,2023-09-30 18:27:47,2023-02-22 13:52:37,19:52:44,07:40:15,Bmdo,Tjkws,Seatcup,Business,113.11,No Extras,0,Confirmed,Gatega,B,Claimjld,7.11,0,Locfwk,Typeura,Lzfu,Tuxq,No,Vegetarian,Not Available,False,False,True,2,No,10
4,5307,2023-01-25 12:33:17,2023-10-13 08:09:00,17:40:15,16:31:06,Brgr,Tkuhi,Seatkxy,Economy,825.23,Extra Baggage,0,Cancelled,Gatezz,A,Claimpee,1.19,0,Locowy,Typeucv,Pwab,Yuti,Yes,Vegan,Not Available,True,False,True,1,No,8
19,5496,2023-10-01 08:38:23,2023-01-21 09:23:23,08:10:45,01:49:09,Bgxi,Cabbc,Seatvbu,First,177.63,Meal,0,Confirmed,Gateed,A,Claimncm,3.16,0,Locgqh,Typeepv,Ygoo,Kxlw,Yes,Non-Vegetarian,Available,False,True,True,0,Yes,10
3,5750,2023-12-06 14:33:27,2023-05-14 09:36:18,16:25:47,19:37:44,Blab,Rqlfg,Seatmys,First,596.56,Extra Baggage,0,Cancelled,Gateab,A,Claimuxj,10.85,0,Locznd,Typelyy,Ngwa,Kusc,Yes,Non-Vegetarian,Available,True,False,True,2,Yes,10
13,1497,2023-03-11 18:59:17,2023-12-29 15:53:44,23:45:32,03:33:21,Brnw,Qiwln,Seatfvo,First,361.55,Meal,0,Pending,Gatexk,A,Claimnhq,5.54,2,Loccap,Typeqyt,Fklt,Vnsu,No,Vegetarian,Not Available,False,True,False,1,Yes,8
8,7991,2023-09-16 06:20:15,2023-12-05 14:48:49,17:42:49,14:22:19,Bfky,Kdsfs,Seatkrs,Economy,524.43,Extra Baggage,0,Cancelled,Gatecx,A,Claimxac,3.32,1,Locnbe,Typemgl,Nscf,Bvyo,No,Vegan,Available,True,False,False,0,Yes,0
16,4587,2023-06-26 00:34:33,2023-07-09 18:25:32,06:42:11,14:16:20,Bshu,Ppdye,Seatkyi,Economy,93.91,Meal,0,Cancelled,Gateve,D,Claimadl,8.51,2,Locbth,Typeszb,Bpkp,Rpul,Yes,No Meal,Available,False,True,True,2,No,8
13,3413,2023-04-05 00:45:02,2023-07-16 06:28:18,06:18:54,13:27:22,Bezu,Jeirw,Seatyrc,First,853.77,Extra Baggage,2055,Pending,Gatemm,C,Claimdhs,10.44,1,Locqey,Typeptg,Suwt,Dhjb,No,No Meal,Available,True,True,True,0,Yes,1
3,4800,2023-05-24 08:08:30,2023-03-07 12:10:05,09:28:20,02:55:05,Bxgw,Wfntw,Seatiln,Business,315.39,No Extras,0,Pending,Gateuk,D,Claimokt,9.61,1,Locwfp,Typedzk,Wohr,Ilvd,Yes,No Meal,Not Available,False,False,False,0,No,2
16,9654,2023-05-19 21:40:00,2023-04-24 08:50:53,04:05:38,21:38:26,Bdov,Pcyaf,Seatmxt,Economy,325.28,Extra Baggage,1230,Confirmed,Gatesl,A,Claimsbq,7.11,2,Locjka,Typepzi,Oqlg,Uzrc,Yes,No Meal,Available,False,False,True,0,No,10
9,7171,2023-09-03 17:35:26,2023-08-17 16:07:21,21:22:54,16:27:08,Bave,Afuez,Seatzkw,First,459.01,Extra Baggage,0,Cancelled,Gatefv,A,Claimqxl,1.71,0,Locfrv,Typewyu,Oico,Zxcd,Yes,Non-Vegetarian,Available,True,False,True,2,No,10
14,4457,2023-03-17 23:01:11,2023-06-26 01:13:59,13:33:19,21:32:44,Bqmq,Lfhys,Seatebg,Economy,305.05,Meal,0,Pending,Gatexm,C,Claimpok,3.31,1,Locxqs,Typevpx,Hptk,Ekew,Yes,No Meal,Available,True,True,False,0,No,1
13,9464,2023-01-18 03:23:16,2023-12-23 16:52:04,13:10:29,22:15:29,Bsdq,Eonpf,Seatnpz,Business,602.43,Extra Baggage,4349,Cancelled,Gatetc,D,Claimknw,7.67,1,Locius,Typenit,Qxhn,Mocd,Yes,Non-Vegetarian,Not Available,True,False,True,0,No,0
7,7969,2023-12-08 15:00:12,2023-09-06 20:43:16,00:12:35,17:34:35,Blzw,Qqpar,Seathtj,Business,870.9,No Extras,0,Cancelled,Gatezm,D,Claimceq,8.72,0,Locqac,Typewop,Yeju,Uean,Yes,Vegan,Not Available,False,True,False,2,No,10
15,2150,2023-02-04 06:03:32,2023-07-26 15:12:36,17:25:16,08:13:41,Brkd,Dvcyc,Seathkw,Economy,469.59,No Extras,0,Pending,Gatefm,A,Claimvuu,11.42,1,Locxnv,Typebmq,Bhpl,Lsoz,Yes,No Meal,Not Available,True,True,False,2,No,1
7,8454,2023-06-24 17:32:41,2023-06-27 22:30:27,19:11:01,21:06:14,Blix,Mtdku,Seatscl,First,157.27,No Extras,0,Confirmed,Gatein,A,Claimhbz,9.44,0,Locjfz,Typemkh,Xlod,Zdui,No,Non-Vegetarian,Not Available,False,True,True,0,Yes,8
6,6207,2023-09-18 15:31:48,2023-01-19 10:45:12,08:18:04,15:09:23,Bria,Ebfye,Seatscg,Economy,882.88,No Extras,0,Cancelled,Gatecp,C,Claimbki,6.92,0,Locyqc,Typekyr,Koei,Zmog,No,No Meal,Available,True,True,True,2,No,11
2,1018,2023-05-20 06:04:02,2023-05-03 23:05:25,00:29:56,09:16:55,Bfsa,Aywwk,Seatelt,Economy,546.41,Extra Baggage,229,Cancelled,Gatelx,B,Claimzza,7.73,1,Locckg,Typegpp,Rsgn,Hlnb,No,Vegetarian,Available,True,False,False,2,No,2
9,4178,2023-11-18 04:23:41,2023-09-27 16:57:32,03:49:14,05:25:38,Bhfd,Fqkgp,Seatzxz,Business,961.69,Extra Baggage,0,Pending,Gatese,B,Claimbxg,3.2,1,Loctko,Typekrx,Hmfy,Mspr,No,Vegetarian,Available,True,False,False,0,No,2
17,6577,2023-05-03 11:06:11,2023-10-11 03:14:35,03:22:41,19:10:24,Bcmz,Tegcb,Seatysm,Business,877.56,Extra Baggage,0,Cancelled,Gatedv,C,Claimadm,2.94,0,Loccnd,Typefuk,Wngg,Ussp,Yes,Vegan,Available,False,True,False,0,No,8
5,5081,2023-05-13 18:01:08,2023-08-16 21:26:36,18:48:33,04:15:32,Bbmu,Ahxgj,Seatvdu,First,874.08,Meal,0,Pending,Gategs,C,Claimuky,2.83,0,Locblc,Typeqpj,Otmi,Jdas,No,No Meal,Available,True,True,False,1,No,9
12,7454,2023-04-26 02:01:46,2023-10-07 09:32:55,18:46:26,21:17:25,Bohl,Nizka,Seatwtx,Business,165.63,Extra Baggage,0,Pending,Gatehp,C,Claimajj,9.58,0,Locofk,Typejit,Mvbx,Bawm,No,Vegan,Not Available,False,True,True,2,No,8
1,9603,2023-08-26 02:31:54,2023-02-26 14:50:31,14:12:21,05:19:22,Bhsi,Sunrw,Seatsgm,First,548.45,No Extras,725,Confirmed,Gatedw,B,Claimcmd,1.46,0,Locfco,Typezbe,Fcjz,Fbah,Yes,Vegetarian,Not Available,True,True,False,2,Yes,11
10,9933,2023-07-31 13:54:09,2023-04-12 22:18:28,10:42:57,06:49:54,Bjuw,Lvjrx,Seatsbh,First,854.81,Extra Baggage,0,Confirmed,Gatexb,D,Claimmgo,10.15,2,Loclpx,Typepcz,Zmui,Dumo,Yes,Vegan,Not Available,True,False,False,2,Yes,10
11,3671,2023-11-23 20:34:09,2023-04-25 15:00:11,15:12:45,03:16:33,Bygj,Cduvi,Seatbiu,Economy,798.76,Extra Baggage,0,Confirmed,Gatemy,D,Claimkly,5.55,2,Locyec,Typeiea,Nins,Calc,No,Vegetarian,Not Available,False,False,False,2,Yes,10
16,7387,2023-10-15 17:48:03,2023-01-04 13:07:36,06:54:01,05:47:30,Bcbg,Liipx,Seattlp,Business,547.03,Meal,2761,Confirmed,Gateyp,D,Claimwmc,6.9,2,Locjqn,Typempu,Kghg,Eqey,No,Vegetarian,Not Available,False,True,False,0,Yes,10
14,7833,2023-11-10 06:12:59,2023-07-15 16:30:21,07:04:58,18:06:42,Bjhl,Eentn,Seatyhr,Economy,994.19,No Extras,0,Cancelled,Gatezb,B,Claiminp,9.74,0,Locmav,Typewmk,Vfrx,Xwyk,Yes,No Meal,Not Available,False,False,True,0,No,10
8,3624,2023-09-25 00:29:35,2023-07-18 20:13:27,21:35:11,16:47:18,Btqv,Opgkd,Seatupa,Economy,922.78,Extra Baggage,0,Confirmed,Gateht,A,Claimeej,3.34,0,Locdpj,Typezcb,Hmpr,Cpvv,Yes,Vegetarian,Available,False,True,True,2,No,10
17,6499,2023-01-02 22:13:36,2023-06-15 18:18:42,18:40:29,06:38:56,Bitc,Eniwi,Seatbec,Economy,453.18,No Extras,0,Cancelled,Gatenl,B,Claimepm,3.17,2,Locuml,Typejel,Whkl,Jhde,No,Vegan,Not Available,False,True,False,0,Yes,8
18,1514,2023-12-18 17:50:59,2023-01-06 20:29:10,17:45:14,01:03:47,Bvvd,Xkssl,Seatjmj,Business,274.43,Meal,0,Pending,Gatezf,C,Claimdzb,6.44,2,Locnas,Typekzb,Ibfl,Svyo,Yes,Non-Vegetarian,Available,False,True,True,1,No,10
12,1206,2023-02-01 12:37:33,2023-11-27 06:05:16,14:13:23,09:16:50,Bgrq,Oblcz,Seatzoq,First,410.46,No Extras,0,Confirmed,Gatejl,D,Claimwhk,10.84,0,Lociyu,Typeozt,Kodx,Utmk,No,Non-Vegetarian,Available,True,False,True,2,No,8
17,1947,2023-03-06 17:12:38,2023-04-15 19:10:32,04:07:18,16:21:29,Bvcc,Onsco,Seatggc,First,318.47,Extra Baggage,2754,Cancelled,Gateii,C,Claimtln,7.47,1,Locezm,Typeoac,Ettc,Wlbf,Yes,Vegan,Not Available,True,False,False,0,No,0
14,2828,2023-02-26 00:48:14,2023-10-19 06:23:25,17:07:51,12:59:50,Bmqr,Kvigg,Seatong,Economy,666.56,Meal,0,Pending,Gatepv,A,Claimzzc,1.21,1,Lockjs,Typetpe,Saft,Cwcb,No,Vegan,Available,False,True,False,1,Yes,0
16,7861,2023-06-28 20:36:45,2023-08-11 11:52:52,19:21:43,18:25:52,Bsqx,Gqdyd,Seatehp,Business,721.62,Extra Baggage,0,Confirmed,Gatexv,A,Claimffd,8.2,2,Locixt,Typevqx,Fwjl,Swzv,Yes,No Meal,Not Available,True,True,True,0,Yes,9
14,7094,2023-09-10 00:57:51,2023-10-19 06:19:06,06:16:55,16:43:35,Bppv,Gbvej,Seatrws,Business,181.53,No Extras,0,Pending,Gatevd,C,Claimled,7.59,2,Lockkl,Typetnb,Pefo,Dede,Yes,Vegetarian,Available,True,False,True,1,No,8
9,7345,2023-04-24 09:44:07,2023-05-09 07:39:03,14:56:15,16:31:21,Byan,Rnccs,Seatjda,Business,323.3,No Extras,0,Cancelled,Gateil,D,Claimplo,5.11,2,Locbhx,Typehgr,Xgwd,Hbkl,No,Vegetarian,Not Available,True,True,True,1,No,9
4,3167,2023-04-15 22:10:09,2023-07-03 17:10:11,11:37:25,06:11:50,Bodt,Uzymg,Seatgmk,First,937.36,Meal,1783,Confirmed,Gateca,B,Claimdtn,5.0,0,Locobu,Typexqs,Ebfx,Hjvp,Yes,No Meal,Not Available,False,False,True,1,Yes,8
11,8979,2023-11-26 11:38:06,2023-10-28 08:54:54,10:48:27,09:50:36,Bukr,Ftmef,Seatkhb,Business,654.95,Meal,0,Cancelled,Gatexp,D,Claimmau,2.02,0,Localw,Typetdx,Ycto,Fjbj,Yes,Vegetarian,Available,False,False,True,1,No,10
6,6926,2023-03-19 17:29:35,2023-05-12 22:31:57,08:39:18,16:10:07,Bqiu,Lhyrx,Seateuh,Economy,712.57,No Extras,3689,Cancelled,Gatekb,A,Claimrce,1.05,0,Loczpf,Typeqeb,Zlzy,Zuss,Yes,Non-Vegetarian,Available,False,True,True,2,Yes,8
15,7532,2023-05-28 06:51:34,2023-03-20 16:58:40,18:04:03,17:07:23,Bxnc,Ohmgp,Seatsrn,First,94.91,Meal,0,Cancelled,Gatefg,A,Claimhlo,1.53,2,Lockft,Typexgi,Wxxi,Ejyx,No,Vegan,Not Available,True,False,True,1,Yes,10
5,6656,2023-05-10 08:23:31,2023-02-17 08:27:44,23:48:35,12:23:07,Bttv,Tywet,Seatrqw,First,443.56,Extra Baggage,4566,Confirmed,Gateto,B,Claimlhn,1.13,2,Locmme,Typerfc,Pzuz,Hpzi,No,Non-Vegetarian,Available,True,True,True,0,Yes,11
11,6943,2023-01-12 12:47:22,2023-11-28 04:38:13,21:21:23,21:28:39,Bdpu,Vovyw,Seatfcy,Economy,952.11,Meal,4530,Pending,Gatedd,B,Claimzwz,10.02,0,Lochyz,Typeymm,Kvkv,Milv,No,Non-Vegetarian,Not Available,False,True,True,1,Yes,8
18,9793,2023-10-13 03:57:45,2023-01-09 08:22:31,14:46:16,20:18:15,Bluh,Oadtu,Seateyq,Business,799.08,Extra Baggage,2441,Pending,Gateho,C,Claimodb,11.07,0,Locjmk,Typetui,Lepk,Snrs,No,Vegan,Not Available,True,False,True,0,No,10
13,6439,2023-12-28 21:18:47,2023-03-20 00:23:11,15:23:41,11:54:50,Bikx,Uzdoc,Seatchc,First,792.63,Extra Baggage,0,Cancelled,Gatets,B,Claimhss,1.26,2,Locaqp,Typecdv,Toat,Rphm,No,No Meal,Not Available,True,True,True,2,Yes,11
11,9903,2023-08-03 08:52:04,2023-12-30 22:38:33,09:15:30,01:56:48,Belv,Fnbyv,Seathqd,Economy,902.25,No Extras,4977,Cancelled,Gatevg,C,Claimfyn,6.67,2,Locbsp,Typeesy,Rxuj,Woja,No,Non-Vegetarian,Not Available,False,True,True,2,No,8
14,2203,2023-08-28 09:46:00,2023-10-23 13:20:33,13:22:25,16:32:24,Btbk,Upctf,Seatiwe,Economy,244.73,No Extras,2392,Cancelled,Gatedx,D,Claimsfj,2.84,2,Locssr,Typefpy,Ikuq,Lkjz,Yes,No Meal,Available,True,True,True,0,Yes,9
18,8000,2023-02-19 08:03:33,2023-06-22 02:26:23,15:20:44,10:13:50,Bkua,Czwoe,Seataki,Business,986.66,No Extras,0,Confirmed,Gatepc,A,Claimykv,6.49,1,Loccmv,Typeclr,Hzoy,Kiok,No,Vegetarian,Available,False,True,True,0,No,0
19,7639,2023-12-20 23:13:46,2023-01-19 23:06:02,20:08:48,06:27:56,Bqqd,Zayyq,Seatfzp,First,470.67,Extra Baggage,0,Confirmed,Gateqf,C,Claimjqr,6.66,0,Loczyi,Typedwb,Dgsp,Gboc,Yes,Vegan,Not Available,True,True,True,1,No,11
15,8689,2023-07-29 05:19:05,2023-04-18 16:18:11,21:35:54,15:20:22,Bned,Tltjx,Seatfyx,Economy,851.11,No Extras,0,Cancelled,Gatern,A,Claimmsy,1.89,1,Loctmm,Typepjd,Xuji,Vhxl,No,Vegan,Available,False,False,False,2,Yes,2
9,8513,2023-04-14 11:24:33,2023-12-01 23:59:14,11:16:04,20:17:18,Bfru,Bwhsp,Seatybo,First,339.38,No Extras,0,Cancelled,Gatedo,C,Claimnzy,6.79,0,Loctdg,Typedjg,Pwff,Tdoz,Yes,Vegetarian,Available,False,False,True,2,No,8
8,7626,2023-08-11 03:54:08,2023-07-26 19:59:24,23:34:51,17:21:59,Bmfo,Zsihq,Seatcuu,Economy,667.93,Meal,2245,Confirmed,Gateas,B,Claimtsp,10.96,2,Loctuf,Typemjk,Kkrw,Znkw,Yes,Vegan,Not Available,True,True,True,2,Yes,11
1,8386,2023-08-22 10:56:47,2023-11-15 05:11:04,13:44:56,14:44:04,Befx,Obdfo,Seatmfr,First,109.49,Extra Baggage,0,Confirmed,Gatemv,C,Claimsyq,1.13,2,Locyfa,Typedvr,Ilqt,Twma,No,Vegan,Available,False,True,True,0,Yes,8
4,4131,2023-11-23 20:04:59,2023-11-27 00:14:58,17:21:09,05:19:44,Brgf,Mctpn,Seatxla,Economy,960.62,Extra Baggage,0,Cancelled,Gatees,B,Claimyvs,6.99,0,Locblo,Typermo,Joil,Mimu,Yes,Non-Vegetarian,Not Available,False,False,True,2,No,8
14,8134,2023-08-25 06:29:15,2023-01-18 19:39:54,00:45:16,13:54:42,Bzhy,Djwww,Seatlwv,Economy,161.17,Extra Baggage,0,Pending,Gateqn,B,Claimevy,2.65,0,Locvwn,Typelie,Kttk,Yjhc,No,Vegetarian,Not Available,False,False,True,1,Yes,10
2,4730,2023-09-10 22:14:53,2023-10-05 19:29:11,08:59:21,21:12:06,Bxed,Dledi,Seatywx,Economy,705.61,Extra Baggage,1960,Confirmed,Gateaq,A,Claimodr,8.57,0,Locpgg,Typeeen,Nnit,Rbek,No,Vegan,Not Available,True,False,True,1,No,8
16,3666,2023-04-11 19:26:21,2023-02-06 19:38:37,07:34:14,06:00:33,Bsji,Taphm,Seatbjd,Business,55.88,No Extras,903,Cancelled,Gatelr,B,Claimrgf,1.93,0,Locdhw,Typekyh,Rzxk,Faqk,Yes,No Meal,Not Available,True,False,True,0,No,10
3,1549,2023-10-13 23:06:55,2023-08-31 03:35:02,11:50:32,10:16:01,Bwas,Vrazg,Seatigl,First,538.16,Meal,1138,Cancelled,Gatewd,D,Claimxdu,10.94,2,Loctco,Typejlg,Lyal,Ackc,No,No Meal,Not Available,True,False,True,0,Yes,10
8,5741,2023-02-05 13:08:24,2023-01-11 16:34:40,17:32:21,07:02:48,Blsm,Nhpnj,Seatboq,First,356.63,Extra Baggage,0,Cancelled,Gatexq,C,Claimewt,2.46,2,Locyir,Typewyz,Lyid,Bjmv,No,Vegan,Not Available,True,False,True,2,No,10
6,2244,2023-07-26 03:41:04,2023-08-14 01:55:19,05:54:37,07:30:45,Bvob,Itgen,Seatslp,First,270.74,No Extras,3141,Confirmed,Gatecf,C,Claimhkr,7.88,1,Locznx,Typeido,Eobk,Dmgi,No,No Meal,Available,False,True,True,1,No,0
16,5012,2023-02-03 16:08:02,2023-10-23 22:15:52,04:51:43,14:46:27,Btlr,Rshjk,Seatfze,Economy,728.23,Extra Baggage,0,Cancelled,Gatecm,D,Claimiiq,12.0,0,Locxns,Typeqih,Uhwn,Htri,No,No Meal,Not Available,False,True,False,1,Yes,8
16,7196,2023-08-24 08:07:23,2023-09-15 09:26:47,21:00:40,12:32:15,Budt,Eocxw,Seatqsj,Business,471.08,Extra Baggage,4982,Cancelled,Gategb,D,Claimymd,10.6,1,Locsuv,Typedir,Jzjk,Jlpo,Yes,No Meal,Not Available,False,False,False,0,Yes,0
7,5545,2023-06-02 05:26:09,2023-05-05 02:06:17,08:57:15,19:25:19,Bltm,Ggutv,Seatuik,First,351.69,Extra Baggage,0,Cancelled,Gateqb,B,Claimsyz,11.4,2,Locbul,Typeyin,Plfj,Vdji,No,Vegan,Available,False,False,False,1,No,10
13,7205,2023-11-23 10:13:02,2023-09-11 15:47:37,21:09:40,17:01:01,Bdnu,Fvxfj,Seatjon,First,476.23,Extra Baggage,3385,Confirmed,Gatexy,D,Claimqxn,7.19,0,Locygv,Typeglx,Awue,Rbla,No,No Meal,Available,False,False,False,2,Yes,10
13,8190,2023-08-17 16:42:54,2023-06-18 18:12:14,06:01:27,15:24:24,Brfa,Tzzld,Seatplz,First,349.39,Meal,4600,Cancelled,Gatetg,C,Claimxlf,1.82,0,Locuvs,Typefnn,Booe,Oqnl,No,Non-Vegetarian,Available,True,False,False,0,Yes,10
5,9235,2023-02-22 01:17:50,2023-11-21 07:50:50,13:26:49,05:45:42,Bjrs,Ewpma,Seatoun,Business,451.21,Extra Baggage,0,Cancelled,Gatebx,C,Claimdov,6.17,1,Locvll,Typenlv,Cyza,Nkoe,Yes,Vegetarian,Available,False,False,True,2,No,0
18,1658,2023-01-11 04:16:27,2023-11-04 06:03:08,11:08:18,06:27:30,Bboc,Apueq,Seatlzq,First,206.34,Meal,0,Cancelled,Gatean,D,Claimqal,6.14,1,Locluw,Typenzt,Gesm,Jtuj,Yes,Non-Vegetarian,Not Available,True,True,True,0,Yes,1
15,7995,2023-04-03 06:44:48,2023-09-17 20:48:42,09:19:10,00:42:57,Bhsk,Wgdbb,Seaticx,First,928.51,Extra Baggage,0,Confirmed,Gatevg,D,Claimeeo,5.2,0,Locoip,Typemef,Tjge,Osdf,No,Vegan,Available,True,True,False,1,No,9
18,6776,2023-01-15 12:42:38,2023-11-11 17:03:56,09:07:44,19:33:36,Bnpj,Dbaqh,Seatqis,Economy,449.73,Meal,0,Confirmed,Gatezn,A,Claimpsf,10.28,0,Loccct,Typeges,Uklh,Evor,No,Vegetarian,Available,False,False,False,2,Yes,8
2,6293,2023-12-04 21:33:20,2023-05-04 17:03:04,02:26:18,01:11:45,Bqok,Ribdw,Seatwlw,Economy,492.76,Extra Baggage,0,Cancelled,Gatejr,C,Claimbjv,10.9,1,Lockgy,Typemwm,Rddc,Yaze,Yes,No Meal,Not Available,True,True,False,1,Yes,3
10,2691,2023-06-12 09:45:07,2023-01-10 09:11:41,08:16:23,14:46:42,Bhhg,Gzkhc,Seatfbj,Business,739.44,No Extras,0,Cancelled,Gateta,C,Claimymy,10.24,2,Locrho,Typeeqo,Elab,Vnfl,No,No Meal,Available,True,True,False,1,No,11
13,8735,2023-05-22 18:37:48,2023-09-04 12:31:00,15:30:13,04:09:11,Btlu,Qdpct,Seatacw,First,167.92,Meal,0,Pending,Gateor,B,Claimhbo,3.79,2,Loclay,Typedqn,Mexk,Oavd,No,Vegan,Not Available,True,True,True,0,No,9
18,4130,2023-09-22 09:17:00,2023-03-25 12:23:13,21:55:10,05:25:32,Bppj,Vpamq,Seathnj,Business,235.5,Meal,4356,Cancelled,Gatevt,C,Claimbnd,3.18,2,Loccrv,Typekax,Uhks,Cxxa,No,Vegan,Not Available,True,True,True,2,No,11
15,8044,2023-02-28 17:47:41,2023-12-09 18:41:33,12:39:56,21:42:18,Bvvg,Lpbzj,Seatuzc,Economy,192.77,No Extras,0,Pending,Gatekw,D,Claimust,1.5,0,Locknb,Typetrn,Lsdx,Uyqn,No,Non-Vegetarian,Not Available,False,True,True,2,No,8
12,5533,2023-04-16 18:00:35,2023-04-20 08:05:11,05:54:55,11:20:28,Bdxb,Cluyf,Seatnsn,Economy,505.46,Meal,0,Cancelled,Gaterx,A,Claimisp,7.84,0,Locnsv,Typelav,Fatk,Hgpt,No,Vegan,Available,True,True,True,2,Yes,9
15,6547,2023-08-14 19:08:06,2023-11-12 07:37:34,05:10:22,17:21:54,Biov,Exawp,Seatsdw,Business,607.79,No Extras,314,Confirmed,Gatelx,B,Claimqgv,7.92,0,Locgbu,Typeybo,Sorp,Nirf,Yes,Non-Vegetarian,Not Available,False,False,False,2,No,8
13,1967,2023-11-04 11:11:03,2023-06-03 06:56:56,13:38:01,19:37:42,Bnlq,Hmynk,Seatgip,Economy,728.91,Meal,1469,Cancelled,Gateag,D,Claimhcr,3.11,0,Locxdq,Typekuw,Kedt,Clhe,Yes,Non-Vegetarian,Available,True,True,False,2,No,11
18,2404,2023-08-17 05:37:16,2023-07-31 03:05:26,07:04:52,05:05:30,Bqmh,Ylmhj,Seatauw,First,946.3,No Extras,1699,Pending,Gateln,C,Claimsav,8.18,0,Locitc,Typeesf,Eywe,Kugj,Yes,No Meal,Not Available,True,False,False,1,No,10
15,9677,2023-04-20 20:53:43,2023-01-23 06:23:23,05:28:53,03:40:42,Bjzm,Cfusr,Seattzt,Business,131.81,Extra Baggage,0,Pending,Gatefv,C,Claimqhw,1.02,1,Locnxq,Typeznv,Cdak,Lmgx,No,Vegan,Not Available,True,False,False,2,Yes,2
11,4630,2023-09-24 14:01:11,2023-10-05 12:10:20,03:26:12,09:32:20,Bgcx,Rzzzt,Seatder,First,689.17,Extra Baggage,0,Pending,Gateiy,D,Claimpkz,4.11,1,Locget,Typenwp,Yttv,Bmqw,Yes,Non-Vegetarian,Available,True,True,False,2,No,1
19,3968,2023-12-25 11:47:57,2023-06-05 20:40:39,09:47:36,16:56:29,Boxg,Yrpum,Seatqvl,First,767.2,Meal,0,Cancelled,Gateud,A,Claimbmb,6.05,0,Locicf,Typenkm,Lfua,Padu,Yes,Vegan,Available,True,True,True,1,Yes,11
3,8269,2023-07-16 16:45:17,2023-05-20 22:48:46,14:42:25,03:50:23,Behu,Xzkrp,Seatlbg,Business,681.28,No Extras,1021,Confirmed,Gatecg,A,Claimend,2.09,2,Loctcr,Typezfu,Qnct,Dcjz,No,Vegan,Available,True,True,True,1,No,11
7,2579,2023-08-16 17:42:19,2023-01-26 21:04:53,20:22:33,22:48:39,Bqhg,Ngfqw,Seatjhn,Economy,862.26,Extra Baggage,0,Cancelled,Gatems,A,Claimobm,5.92,1,Locaqu,Typedtn,Njzs,Zcuk,Yes,Non-Vegetarian,Not Available,False,False,False,1,Yes,2
14,6992,2023-05-31 12:47:25,2023-08-11 15:46:35,23:32:37,19:20:04,Bgbk,Ojyqb,Seatzcy,First,544.22,Extra Baggage,0,Confirmed,Gateeo,A,Claimplb,3.23,2,Locarz,Typejxa,Zafb,Veau,Yes,Vegetarian,Not Available,False,True,True,1,Yes,8
14,1050,2023-09-12 17:38:32,2023-11-15 20:54:59,17:58:03,02:18:01,Blls,Wqmrs,Seatweo,Economy,827.19,Meal,0,Pending,Gatena,B,Claimqdi,4.05,0,Locjmt,Typenrb,Dqsh,Xggu,Yes,Vegetarian,Available,False,False,False,1,Yes,8
13,7452,2023-01-23 08:18:16,2023-11-05 05:35:28,05:03:45,19:55:34,Bclz,Bbrgj,Seatpdo,First,116.14,Extra Baggage,4895,Cancelled,Gateuh,B,Claimrop,6.26,1,Locycj,Typexge,Rolo,Pcxk,Yes,Non-Vegetarian,Not Available,False,False,False,0,No,0
12,6153,2023-05-07 14:11:37,2023-02-01 16:42:45,16:15:46,11:24:11,Bffs,Ddxua,Seatgno,Business,654.88,No Extras,0,Confirmed,Gategt,D,Claimpde,10.75,1,Locymb,Typeodt,Aukl,Uyqi,Yes,Vegetarian,Available,False,True,True,0,Yes,2
